,Name,Artist,Features,Streams,Week
25739,TG4M,Zara Larsson,,1465404,2017-04-28
25740,Saved,Khalid,,1464268,2017-04-28
25741,Don't,Bryson Tiller,,1463977,2017-04-28
25742,Young Dumb & Broke,Khalid,,1457288,2017-04-28
25743,Ice Melts,Drake,,1453936,2017-04-28
25744,Happier,Ed Sheeran,,1453282,2017-04-28
25745,No Frauds,Nicki Minaj,,1444321,2017-04-28
25746,KMT,Drake,,1440252,2017-04-28
25747,In Case You Didn't Know,Brett Young,,1438698,2017-04-28
25748,Come and See Me ,PARTYNEXTDOOR,Drake,1436535,2017-04-28
25749,You Don't Know Me - Radio Edit,Jax Jones,,1433800,2017-04-28
25750,make daddy proud,blackbear,,1410225,2017-04-28
25751,Needed Me,Rihanna,,1396239,2017-04-28
25752,Magnolia,Playboi Carti,,1393000,2017-04-28
25753,Side To Side,Ariana Grande,,1392316,2017-04-28
25754,All Time Low,Jon Bellion,,1391784,2017-04-28
25755,Patty Cake,Kodak Black,,1385994,2017-04-28
25756,Down,Marian Hill,,1376182,2017-04-28
25757,Party,Chris Brown,,1370592,2017-04-28
25758,Too Many Years,Kodak Black,,1369628,2017-04-28
25759,m.A.A.d city,Kendrick Lamar,,1366428,2017-04-28
25760,No Long Talk,Drake,,1361642,2017-04-28
25761,Controlla,Drake,,1352190,2017-04-28
25762,Mercy,Shawn Mendes,,1347524,2017-04-28
25763,Let Me Love You,DJ Snake,,1341608,2017-04-28
25764,Horses ,"PnB Rock, PnB Rock, Kodak Black, A Boogie Wit da Hoodie, PnB Rock, Kodak Black, A Boogie Wit da Hoodie",,1330937,2017-04-28
25765,4422,Drake,,1330161,2017-04-28
25766,Skateboard P ,MadeinTYO,Big Sean,1324197,2017-04-28
25767,Panda,Desiigner,,1322514,2017-04-28
25768,Dirt On My Boots,Jon Pardi,,1319508,2017-04-28
25769,In the Name of Love,Martin Garrix,,1317688,2017-04-28
25770,Madiba Riddim,Drake,,1316056,2017-04-28
25771,Too Good,Drake,,1300149,2017-04-28
25772,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,,1290873,2017-04-28
25773,Up,Desiigner,,1286690,2017-04-28
25774,Sucker For Pain ,"Lil Wayne, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign feat. X Ambassadors, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign",X Ambassadors,1285902,2017-04-28
25775,Chanel,Frank Ocean,,1280057,2017-04-28
25776,Ride,Twenty One Pilots,,1269431,2017-04-28
25777,Gassed Up,Nebu Kiniza,,1264848,2017-04-28
25778,Chantaje ,Shakira,Maluma,1263436,2017-04-28
25779,Running Back ,Wale,Lil Wayne,1260245,2017-04-28
25780,Rent Money,Future,,1254546,2017-04-28
25781,What They Want,Russ,,1252236,2017-04-28
25782,How Far I'll Go,Auli'i Cravalho,,1234702,2017-04-28
25783,Erase Your Social,Lil Uzi Vert,,1228359,2017-04-28
25784,Some Way,NAV,,1218292,2017-04-28
25785,Jorja Interlude,Drake,,1212599,2017-04-28
25786,Treat You Better,Shawn Mendes,,1208092,2017-04-28
25787,Biking,Frank Ocean,,1207532,2017-04-28
25788,"God, Your Mama, And Me",Florida Georgia Line,,1206026,2017-04-28
25789,The Heart Part 4,Kendrick Lamar,,1205416,2017-04-28
25790,Jumpman,Drake,,1205236,2017-04-28
25791,Scars To Your Beautiful,Alessia Cara,,1195501,2017-04-28
25792,Perfect Pint ,Mike WiLL Made-It,"Kendrick Lamar, Gucci Mane, Rae Sremmurd",1187181,2017-04-28
25793,Dive,Ed Sheeran,,1183499,2017-04-28
25794,Kelly Price ,Migos,Travis Scott,1177416,2017-04-28
25795,HUMBLE.,Kendrick Lamar,,14685844,2017-04-14
25796,Mask Off,Future,,12264148,2017-04-14
25797,XO TOUR Llif3,Lil Uzi Vert,,9921971,2017-04-14
25798,Passionfruit,Drake,,9384660,2017-04-14
25799,Shape of You,Ed Sheeran,,8468722,2017-04-14
25800,iSpy ,KYLE,Lil Yachty,8301237,2017-04-14
25801,That's What I Like,Bruno Mars,,8188089,2017-04-14
25802,Something Just Like This,The Chainsmokers,,7781762,2017-04-14
25803,Portland,Drake,,7264960,2017-04-14
25804,Tunnel Vision,Kodak Black,,7060393,2017-04-14
25805,Location,Khalid,,6435681,2017-04-14
25806,Congratulations,Post Malone,,6429985,2017-04-14
25807,Stay ,"Zedd, Alessia Cara, Alessia Cara",,6394192,2017-04-14
25808,Paris,The Chainsmokers,,6069980,2017-04-14
25809,It Ain't Me ,"Kygo, Selena Gomez, Selena Gomez",,5904205,2017-04-14
25810,Sign of the Times,Harry Styles,,5627296,2017-04-14
25811,Slide,Calvin Harris,,5600663,2017-04-14
25812,The One,The Chainsmokers,,5264602,2017-04-14
25813,Issues,Julia Michaels,,5229713,2017-04-14
25814,Bounce Back,Big Sean,,5107764,2017-04-14
25815,Bad and Boujee ,Migos,Lil Uzi Vert,4851220,2017-04-14
25816,Body Like A Back Road,Sam Hunt,,4799337,2017-04-14
25817,Gyalchester,Drake,,4787933,2017-04-14
25818,T-Shirt,Migos,,4618691,2017-04-14
25819,Fake Love,Drake,,4544467,2017-04-14
25820,Selfish ,Future,Rihanna,4449591,2017-04-14
25821,Swang,Rae Sremmurd,,4406864,2017-04-14
25822,Look At Me!,XXXTENTACION,,4391446,2017-04-14
25823,Now Or Never,Halsey,,4079102,2017-04-14
25824,goosebumps,Travis Scott,,3991689,2017-04-14
25825,Blem,Drake,,3873157,2017-04-14
25826,Free Smoke,Drake,,3641594,2017-04-14
25827,Believer,Imagine Dragons,,3613213,2017-04-14
25828,Break Up Every Night,The Chainsmokers,,3589115,2017-04-14
25829,Swalla ,Jason Derulo,"Nicki Minaj, Ty Dolla $ign",3480117,2017-04-14
25830,Closer,The Chainsmokers,,3456362,2017-04-14
25831,Galway Girl,Ed Sheeran,,3406927,2017-04-14
25832,Rolex,"Ayo, Teo",,3387218,2017-04-14
25833,Starboy,The Weeknd,,3336231,2017-04-14
25834,Cold,Maroon 5,,3300144,2017-04-14
25835,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,,3234587,2017-04-14
25836,Everybody,Logic,,3192963,2017-04-14
25837,Say You Won't Let Go,James Arthur,,3175164,2017-04-14
25838,I Feel It Coming,The Weeknd,,3123914,2017-04-14
25839,Teenage Fever,Drake,,3062266,2017-04-14
25840,Redbone,Childish Gambino,,3024129,2017-04-14
25841,Moves,Big Sean,,2976931,2017-04-14
25842,Symphony ,Clean Bandit,Zara Larsson,2929679,2017-04-14
25843,Scared to Be Lonely,Martin Garrix,,2792500,2017-04-14
25844,Call On Me - Ryan Riback Extended Remix,Starley,,2731607,2017-04-14
25845,Broccoli ,DRAM,Lil Yachty,2696984,2017-04-14
25846,Caroline,Aminé,,2689712,2017-04-14
25847,Green Light,Lorde,,2686083,2017-04-14
25848,All Night ,Chance the Rapper,Knox Fortune,2657976,2017-04-14
25849,The Heart Part 4,Kendrick Lamar,,2569348,2017-04-14
25850,Sacrifices,Drake,,2549980,2017-04-14
25851,Don't Say,The Chainsmokers,,2529653,2017-04-14
25852,Drowning ,A Boogie Wit da Hoodie,Kodak Black,2509867,2017-04-14
25853,No Problem ,Chance the Rapper,"Lil Wayne, 2 Chainz",2443151,2017-04-14
25854,Bloodstream,The Chainsmokers,,2439797,2017-04-14
25855,X ,21 Savage,Future,2420643,2017-04-14
25856,Get It Together,Drake,,2405808,2017-04-14
25857,Weak,AJR,,2359229,2017-04-14
25858,My Type,The Chainsmokers,,2358513,2017-04-14
25859,Everyday,Ariana Grande,,2284137,2017-04-14
25860,One Dance,Drake,,2267888,2017-04-14
25861,Honest,The Chainsmokers,,2255350,2017-04-14
25862,"How Far I'll Go - From ""Moana""",Alessia Cara,,2229898,2017-04-14
25863,Last Day Alive,The Chainsmokers,,2213751,2017-04-14
25864,Despacito (Featuring Daddy Yankee),Luis Fonsi,,2205760,2017-04-14
25865,Black Beatles,Rae Sremmurd,,2183407,2017-04-14
25866,Unforgettable,French Montana,,2178451,2017-04-14
25867,24K Magic,Bruno Mars,,2161274,2017-04-14
25868,Love On The Brain,Rihanna,,2157372,2017-04-14
25869,Do Not Disturb,Drake,,2154457,2017-04-14
25870,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,,2151584,2017-04-14
25871,Both ,Gucci Mane,Drake,2145701,2017-04-14
25872,Still Got Time,ZAYN,,2134209,2017-04-14
25873,DEVASTATED,Joey Bada$$,,2125338,2017-04-14
25874,do re mi,blackbear,,2121711,2017-04-14
25875,Rockabye ,Clean Bandit,"Sean Paul, Anne-Marie",2121390,2017-04-14
25876,Castle on the Hill,Ed Sheeran,,2107905,2017-04-14
25877,First Day Out,Tee Grizzley,,2106325,2017-04-14
25878,KMT,Drake,,2102400,2017-04-14
25879,Losin Control,Russ,,2094164,2017-04-14
25880,Run Up ,Major Lazer,"PARTYNEXTDOOR, Nicki Minaj",2091467,2017-04-14
25881,Ice Melts,Drake,,2071504,2017-04-14
25882,Get Right Witcha,Migos,,2041868,2017-04-14
25883,Young,The Chainsmokers,,2041862,2017-04-14
25884,It Won't Kill Ya,The Chainsmokers,,2036144,2017-04-14
25885,Water,Ugly God,,2032154,2017-04-14
25886,September Song,JP Cooper,,2025995,2017-04-14
25887,No Long Talk,Drake,,2020212,2017-04-14
25888,Heatstroke,Calvin Harris,,2016248,2017-04-14
25889,You Was Right,Lil Uzi Vert,,1990928,2017-04-14
25890,pick up the phone,Young Thug,,1983702,2017-04-14
25891,Slippery ,Migos,Gucci Mane,1974574,2017-04-14
25892,Solo Dance,Martin Jensen,,1963481,2017-04-14
25893,Wake Up Alone,The Chainsmokers,,1948745,2017-04-14
25894,Madiba Riddim,Drake,,1946805,2017-04-14
25895,No Heart,21 Savage,,1941930,2017-04-14
25896,Chained To The Rhythm,Katy Perry,,1918416,2017-04-14
25897,4422,Drake,,1915272,2017-04-14
25898,Jorja Interlude,Drake,,1871165,2017-04-14
25899,Perfect,Ed Sheeran,,1869848,2017-04-14
25900,Low Life,Future,,1859837,2017-04-14
25901,White Iverson,Post Malone,,1854421,2017-04-14
25902,No Promises ,Cheat Codes,Demi Lovato,1818480,2017-04-14
25903,Chill Bill,Rob $tone,,1791173,2017-04-14
25904,Don't Let Me Down,The Chainsmokers,,1780480,2017-04-14
25905,Starving,Hailee Steinfeld,,1779907,2017-04-14
25906,Party Monster,The Weeknd,,1777996,2017-04-14
25907,Happier,Ed Sheeran,,1773356,2017-04-14
25908,At My Best ,Machine Gun Kelly,Hailee Steinfeld,1766520,2017-04-14
25909,Good Life ,"G-Eazy, G-Eazy, Kehlani, G-Eazy, Kehlani",,1742997,2017-04-14
25910,Comin Out Strong ,Future,The Weeknd,1737958,2017-04-14
25911,Bad Things ,"Machine Gun Kelly, Camila Cabello, Camila Cabello",,1731565,2017-04-14
25912,No Role Modelz,J. Cole,,1714187,2017-04-14
25913,Touch,Little Mix,,1705456,2017-04-14
25914,From The D To The A ,Tee Grizzley,Lil Yachty,1692811,2017-04-14
25915,PRBLMS,6LACK,,1692297,2017-04-14
25916,Down,Marian Hill,,1685476,2017-04-14
25917,TEMPTATION,Joey Bada$$,,1669009,2017-04-14
25918,Can't Have Everything,Drake,,1653230,2017-04-14
25919,No Frauds,Nicki Minaj,,1640681,2017-04-14
25920,Money Longer,Lil Uzi Vert,,1631180,2017-04-14
25921,History,Olivia Holt,,1628978,2017-04-14
25922,Selfish,PnB Rock,,1618864,2017-04-14
25923,Lights Down Low,MAX,,1609863,2017-04-14
25924,You Don't Know Me - Radio Edit,Jax Jones,,1586193,2017-04-14
25925,Heathens,Twenty One Pilots,,1578891,2017-04-14
25926,No Flockin,Kodak Black,,1578427,2017-04-14
25927,Deja Vu,J. Cole,,1570017,2017-04-14
25928,Bad Bitch ,Bebe Rexha,Ty Dolla $ign,1568257,2017-04-14
25929,The Night We Met,Lord Huron,,1560277,2017-04-14
25930,Party,Chris Brown,,1548930,2017-04-14
25931,Side To Side,Ariana Grande,,1541253,2017-04-14
25932,Obsession ,Vice,Jon Bellion,1533302,2017-04-14
25933,Nothings Into Somethings,Drake,,1533054,2017-04-14
25934,All Time Low,Jon Bellion,,1529867,2017-04-14
25935,Don't,Bryson Tiller,,1526350,2017-04-14
25936,Go Flex,Post Malone,,1491359,2017-04-14
25937,Dive,Ed Sheeran,,1486524,2017-04-14
25938,No Favors,Big Sean,,1486410,2017-04-14
25939,Glow,Drake,,1485335,2017-04-14
25940,Everyday We Lit ,YFN Lucci,PnB Rock,1479032,2017-04-14
25941,Controlla,Drake,,1476619,2017-04-14
25942,Conscience ,Kodak Black,Future,1467198,2017-04-14
25943,Let Me Love You,DJ Snake,,1466961,2017-04-14
25944,Hurricane,Luke Combs,,1461500,2017-04-14
25945,In the Name of Love,Martin Garrix,,1461410,2017-04-14
25946,Too Many Years,Kodak Black,,1460685,2017-04-14
25947,beibs in the trap,Travis Scott,,1458464,2017-04-14
25948,Saved,Khalid,,1447197,2017-04-14
25949,Exchange,Bryson Tiller,,1437481,2017-04-14
25950,Up,Desiigner,,1431908,2017-04-14
25951,m.A.A.d city,Kendrick Lamar,,1412870,2017-04-14
25952,Needed Me,Rihanna,,1404645,2017-04-14
25953,Rent Money,Future,,1398903,2017-04-14
25954,Chanel,Frank Ocean,,1398017,2017-04-14
25955,Come and See Me ,PARTYNEXTDOOR,Drake,1391354,2017-04-14
25956,Panda,Desiigner,,1382612,2017-04-14
25957,Dirt On My Boots,Jon Pardi,,1378532,2017-04-14
25958,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,,1369838,2017-04-14
25959,Gucci On My ,Mike WiLL Made-It,"21 Savage, YG, Migos",1355482,2017-04-14
25960,Lose You,Drake,,1353208,2017-04-14
25961,Mercy,Shawn Mendes,,1352699,2017-04-14
25962,Ride,Twenty One Pilots,,1352642,2017-04-14
25963,Kelly Price ,Migos,Travis Scott,1348145,2017-04-14
25964,Too Good,Drake,,1347873,2017-04-14
25965,May We All,Florida Georgia Line,,1347545,2017-04-14
25966,Jumpman,Drake,,1345062,2017-04-14
25967,ROCKABYE BABY ,Joey Bada$$,ScHoolboy Q,1339501,2017-04-14
25968,Patty Cake,Kodak Black,,1336996,2017-04-14
25969,Hometown Girl,Josh Turner,,1319533,2017-04-14
25970,In Case You Didn't Know,Brett Young,,1318598,2017-04-14
25971,Sucker For Pain ,"Lil Wayne, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign feat. X Ambassadors, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign",X Ambassadors,1315932,2017-04-14
25972,The Other,Lauv,,1314668,2017-04-14
25973,Since Way Back,Drake,,1311680,2017-04-14
25974,Young Dumb & Broke,Khalid,,1311221,2017-04-14
25975,Perfect Pint ,Mike WiLL Made-It,"Kendrick Lamar, Gucci Mane, Rae Sremmurd",1307199,2017-04-14
25976,There He Go,Kodak Black,,1296774,2017-04-14
25977,Don't Wanna Know,Maroon 5,,1293420,2017-04-14
25978,Running Back ,Wale,Lil Wayne,1291795,2017-04-14
25979,How Far I'll Go,Auli'i Cravalho,,1291053,2017-04-14
25980,Skateboard P ,MadeinTYO,Big Sean,1286143,2017-04-14
25981,Scars To Your Beautiful,Alessia Cara,,1270772,2017-04-14
25982,TG4M,Zara Larsson,,1269980,2017-04-14
25983,Skepta Interlude,Drake,,1255021,2017-04-14
25984,Draco,Future,,1253332,2017-04-14
25985,Want Her,Mustard,,1246632,2017-04-14
25986,What They Want,Russ,,1242426,2017-04-14
25987,Antidote,Travis Scott,,1235456,2017-04-14
25988,Erase Your Social,Lil Uzi Vert,,1228833,2017-04-14
25989,Reminder,The Weeknd,,1228109,2017-04-14
25990,Stressed Out,Twenty One Pilots,,1226418,2017-04-14
25991,Work from Home ,Fifth Harmony,Ty Dolla $ign,1221528,2017-04-14
25992,Chantaje ,Shakira,Maluma,1221128,2017-04-14
25993,Star Of The Show,Thomas Rhett,,1212888,2017-04-14
25994,Cold Water ,Major Lazer,"Justin Bieber, MØ",1209821,2017-04-14
25995,Falling Down - Bonus Track,Lil Peep,,12878038,2018-09-28
25996,I Love It (& Lil Pump),Kanye West,,11449795,2018-09-28
25997,SICKO MODE,Travis Scott,,9965998,2018-09-28
25998,New Patek,Lil Uzi Vert,,9216307,2018-09-28
25999,Lucid Dreams,Juice WRLD,,8890369,2018-09-28
26000,Lucky You ,Eminem,Joyner Lucas,8067418,2018-09-28
26001,FEFE ,6ix9ine,"Nicki Minaj, Murda Beatz",8049051,2018-09-28
26002,Mo Bamba,Sheck Wes,,7796694,2018-09-28
26003,Happier,Marshmello,,6996824,2018-09-28
26004,SAD!,XXXTENTACION,,6811335,2018-09-28
26005,Nonstop,Drake,,6676793,2018-09-28
26006,Better,Khalid,,6622443,2018-09-28
26007,Wake Up in the Sky,Gucci Mane,,6512414,2018-09-28
26008,In My Feelings,Drake,,6477849,2018-09-28
26009,Moonlight,XXXTENTACION,,6063895,2018-09-28
26010,Drip Too Hard,Lil Baby,,5929504,2018-09-28
26011,Eastside ,"benny blanco, Halsey, Khalid, Halsey, Khalid",,5641653,2018-09-28
26012,Better Now,Post Malone,,5623732,2018-09-28
26013,Taste ,Tyga,Offset,5597464,2018-09-28
26014,Yes Indeed,Lil Baby,,5515102,2018-09-28
26015,Noticed,Lil Mosey,,5401635,2018-09-28
26016,Killshot,Eminem,,5298275,2018-09-28
26017,No Stylist,French Montana,,5050767,2018-09-28
26018,I Like It,Cardi B,,4735494,2018-09-28
26019,Jocelyn Flores,XXXTENTACION,,4629726,2018-09-28
26020,STARGAZING,Travis Scott,,4529768,2018-09-28
26021,BIG BANK ,YG,"2 Chainz, Big Sean, Nicki Minaj",4398804,2018-09-28
26022,Lean Wit Me,Juice WRLD,,4260727,2018-09-28
26023,Fuck Love ,XXXTENTACION,Trippie Redd,4150049,2018-09-28
26024,Natural,Imagine Dragons,,4116027,2018-09-28
26025,All Girls Are The Same,Juice WRLD,,4105313,2018-09-28
26026,breathin,Ariana Grande,,4077726,2018-09-28
26027,Leave Me Alone,Flipp Dinero,,3929272,2018-09-28
26028,YOSEMITE,Travis Scott,,3887207,2018-09-28
26029,God's Plan,Drake,,3820550,2018-09-28
26030,No Brainer,DJ Khaled,,3812686,2018-09-28
26031,changes,XXXTENTACION,,3804894,2018-09-28
26032,SLOW DANCING IN THE DARK,Joji,,3767533,2018-09-28
26033,Psycho ,Post Malone,Ty Dolla $ign,3761225,2018-09-28
26034,Self Care,Mac Miller,,3711158,2018-09-28
26035,Electricity ,"Silk City, Dua Lipa, Dua Lipa",,3705400,2018-09-28
26036,God is a woman,Ariana Grande,,3682001,2018-09-28
26037,Wasted ,Juice WRLD,Lil Uzi Vert,3677933,2018-09-28
26038,Youngblood,5 Seconds of Summer,,3659453,2018-09-28
26039,The Ringer,Eminem,,3648459,2018-09-28
26040,Promises ,"Calvin Harris, Sam Smith, Sam Smith",,3546218,2018-09-28
26041,Girls Like You ,Maroon 5,Cardi B,3532952,2018-09-28
26042,rockstar ,Post Malone,21 Savage,3530804,2018-09-28
26043,Be Alright,Dean Lewis,,3413145,2018-09-28
26044,Nice For What,Drake,,3400858,2018-09-28
26045,Beautiful ,Bazzi,Camila Cabello,3261990,2018-09-28
26046,Drew Barrymore,Bryce Vine,,3237598,2018-09-28
26047,This Feeling ,The Chainsmokers,Kelsea Ballerini,3212029,2018-09-28
26048,Look Alive ,BlocBoy JB,Drake,3177796,2018-09-28
26049,RAP DEVIL,Machine Gun Kelly,,3084372,2018-09-28
26050,I Fall Apart,Post Malone,,3049110,2018-09-28
26051,Trip,Ella Mai,,2979953,2018-09-28
26052,Thunderclouds,Sia,,2954815,2018-09-28
26053,Praise The Lord (Da Shine) ,A$AP Rocky,Skepta,2950263,2018-09-28
26054,Taking A Walk,Trippie Redd,,2928356,2018-09-28
26055,REEL IT IN,Aminé,,2896783,2018-09-28
26056,Everybody Dies In Their Nightmares,XXXTENTACION,,2896099,2018-09-28
26057,no tears left to cry,Ariana Grande,,2858786,2018-09-28
26058,Hopeless Romantic ,Wiz Khalifa,Swae Lee,2844530,2018-09-28
26059,REMEDY,Alesso,,2834196,2018-09-28
26060,WORKIN ME,Quavo,,2827641,2018-09-28
26061,Love Lies ,"Khalid, Normani, Normani",,2785167,2018-09-28
26062,Not Alike ,Eminem,Royce Da 5'9,2755646,2018-09-28
26063,lovely ,"Billie Eilish, Khalid, Khalid",,2703527,2018-09-28
26064,High Hopes,Panic! At The Disco,,2681377,2018-09-28
26065,Fall,Eminem,,2646470,2018-09-28
26066,XO TOUR Llif3,Lil Uzi Vert,,2631858,2018-09-28
26067,Ric Flair Drip (& Metro Boomin),Offset,,2621349,2018-09-28
26068,Hope,XXXTENTACION,,2519947,2018-09-28
26069,Te Boté - Remix,Nio Garcia,,2517832,2018-09-28
26070,Sin ,Young Thug,Jaden Smith,2505918,2018-09-28
26071,BEBE,6ix9ine,,2498599,2018-09-28
26072,OTW,Khalid,,2469971,2018-09-28
26073,Lust,Lil Skies,,2459863,2018-09-28
26074,Plug Walk,Rich The Kid,,2435863,2018-09-28
26075,Fr Fr ,Wiz Khalifa,Lil Skies,2413128,2018-09-28
26076,Jackie Chan,Tiësto,,2410273,2018-09-28
26077,Look At Me!,XXXTENTACION,,2397430,2018-09-28
26078,Magic In The Hamptons ,Social House,Lil Yachty,2382775,2018-09-28
26079,the remedy for a broken heart (why am I so in love),XXXTENTACION,,2353283,2018-09-28
26080,September,"Earth, Wind, Fire",,2323947,2018-09-28
26081,I Like Me Better,Lauv,,2305779,2018-09-28
26082,Mob Ties,Drake,,2258426,2018-09-28
26083,Greatest,Eminem,,2238065,2018-09-28
26084,I'm Upset,Drake,,2237040,2018-09-28
26085,In My Mind,Dynoro,,2211247,2018-09-28
26086,Meant to Be ,Bebe Rexha,Florida Georgia Line,2206908,2018-09-28
26087,Legends,Juice WRLD,,2205428,2018-09-28
26088,Goodbye ,Jason Derulo,"Nicki Minaj, Willy William",2147171,2018-09-28
26089,Ball For Me ,Post Malone,Nicki Minaj,2109898,2018-09-28
26090,Mine,Bazzi,,2108825,2018-09-28
26091,Congratulations,Post Malone,,2099590,2018-09-28
26092,Shake It Up,Trippie Redd,,2079080,2018-09-28
26093,JAPAN,Famous Dex,,2074875,2018-09-28
26094,HUMBLE.,Kendrick Lamar,,2069456,2018-09-28
26095,Boo'd Up,Ella Mai,,2053924,2018-09-28
26096,Young Dumb & Broke,Khalid,,2047107,2018-09-28
26097,Nowadays ,Lil Skies,Landon Cube,2046753,2018-09-28
26098,Candy Paint,Post Malone,,2046675,2018-09-28
26099,I'm a Mess,Bebe Rexha,,2042601,2018-09-28
26100,BUTTERFLY EFFECT,Travis Scott,,2042445,2018-09-28
26101,Venom - Music From The Motion Picture,Eminem,,2041280,2018-09-28
26102,Kamikaze,Eminem,,2041103,2018-09-28
26103,Happy Now,Zedd,,2038972,2018-09-28
26104,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,,2035350,2018-09-28
26105,Vaina Loca,Ozuna,,2033082,2018-09-28
26106,Walk It Talk It,Migos,,1995517,2018-09-28
26107,8 Letters,Why Don't We,,1988626,2018-09-28
26108,Simple,Florida Georgia Line,,1977355,2018-09-28
26109,goosebumps,Travis Scott,,1970687,2018-09-28
26110,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,,1969347,2018-09-28
26111,Ned Flanders ,MadeinTYO,A$AP Ferg,1961867,2018-09-28
26112,SWISH,Tyga,,1935735,2018-09-28
26113,Nervous ,Famous Dex,"Lil Baby, Jay Critch, Rich the Kid",1935454,2018-09-28
26114,Roll In Peace ,Kodak Black,XXXTENTACION,1934151,2018-09-28
26115,Nephew ,Smokepurpp,Lil Pump,1931058,2018-09-28
26116,Powerglide ,Rae Sremmurd,Juicy J,1927988,2018-09-28
26117,Murder On My Mind,YNW Melly,,1917144,2018-09-28
26118,NEW ORLEANS,BROCKHAMPTON,,1911615,2018-09-28
26119,Red Roses ,Lil Skies,Landon Cube,1904522,2018-09-28
26120,Call Out My Name,The Weeknd,,1894989,2018-09-28
26121,The Middle,Zedd,,1892982,2018-09-28
26122,Body ,Loud Luxury,Brando,1880868,2018-09-28
26123,Bounce Out With That,YBN Nahmir,,1878852,2018-09-28
26124,J'OUVERT,BROCKHAMPTON,,1878216,2018-09-28
26125,PICK IT UP ,Famous Dex,A$AP Rocky,1851529,2018-09-28
26126,Location,Khalid,,1842187,2018-09-28
26127,Beautiful Crazy,Luke Combs,,1839588,2018-09-28
26128,No Rest,Lil Skies,,1829597,2018-09-28
26129,All Mine,Kanye West,,1817438,2018-09-28
26130,Shoota ,Playboi Carti,Lil Uzi Vert,1802188,2018-09-28
26131,Feels Like Summer,Childish Gambino,,1798853,2018-09-28
26132,You Say,Lauren Daigle,,1794410,2018-09-28
26133,Heaven,Kane Brown,,1787164,2018-09-28
26134,Narcos,Migos,,1776992,2018-09-28
26135,Thunder,Imagine Dragons,,1765689,2018-09-28
26136,CAN'T SAY,Travis Scott,,1763511,2018-09-28
26137,Tequila,Dan + Shay,,1742435,2018-09-28
26138,Stir Fry,Migos,,1739938,2018-09-28
